country,scenario,metric,baseline_value,comparison_value,difference
MDG,tobacco_t6,Intervention cost (USD) by 2030,0,7572267.244367137,7572267.244367137
MDG,tobacco_t6,Intervention cost (USD) by 2035,0,13593462.635786494,13593462.635786494
MDG,tobacco_t4,Total deaths averted by 2030,1179995.3,1179989.6900000002,-5.609999999869615
MDG,tobacco_t4,Total deaths averted by 2035,2271194.27,2271162.83,-31.43999999994412
MDG,tobacco_t4,Cases averted by 2030,15434030.629999999,15430425.15,-3605.4799999985844
MDG,tobacco_t4,Cases averted by 2035,31930916.980000004,31916142.909999996,-14774.070000007749
MDG,tobacco_t4,Total healthy years lived by 2030,173730118.85000002,173730426.01,307.1599999666214
MDG,tobacco_t4,Total healthy years lived by 2035,335774569.61,335775872.89000005,1303.2800000309944
MDG,tobacco_t4,Economic benefit (USD) by 2030,40187427698.960014,40187547154.392166,119455.43215179443
MDG,tobacco_t4,Economic benefit (USD) by 2035,73155012808.24016,73155478551.41878,465743.17861938477
MDG,tobacco_t4,Intervention cost (USD) by 2030,0,7572267.412404108,7572267.412404108
MDG,tobacco_t4,Intervention cost (USD) by 2035,0,13593464.248855434,13593464.248855434
MDG,tobacco_t5,Total deaths averted by 2030,1179995.3,1179990.47,-4.830000000074506
MDG,tobacco_t5,Total deaths averted by 2035,2271194.27,2271167.31,-26.959999999962747
MDG,tobacco_t5,Cases averted by 2030,15434030.629999999,15430943.33,-3087.2999999988824
MDG,tobacco_t5,Cases averted by 2035,31930916.980000004,31918267.900000002,-12649.080000001937
MDG,tobacco_t5,Total healthy years lived by 2030,173730118.85000002,173730381.87,263.0199999809265
MDG,tobacco_t5,Total healthy years lived by 2035,335774569.61,335775685.46000004,1115.8500000238419
MDG,tobacco_t5,Economic benefit (USD) by 2030,40187427698.960014,40187529980.9073,102281.94728851318
MDG,tobacco_t5,Economic benefit (USD) by 2035,73155012808.24016,73155411542.04692,398733.8067626953
MDG,tobacco_t5,Intervention cost (USD) by 2030,0,7572267.361409535,7572267.361409535
MDG,tobacco_t5,Intervention cost (USD) by 2035,0,13593463.758839993,13593463.758839993
MWI,tobacco_t1,Total deaths averted by 2030,789433.92,789431.36,-2.5600000000558794
MWI,tobacco_t1,Total deaths averted by 2035,1512895.4699999997,1512886.6099999999,-8.859999999869615
MWI,tobacco_t1,Cases averted by 2030,6993145.960000001,6992205.08,-940.8800000008196
MWI,tobacco_t1,Cases averted by 2035,15010132.749999998,15007309.260000002,-2823.489999996498
MWI,tobacco_t1,Total healthy years lived by 2030,122225571.18,122225652.58,81.3999999910593
MWI,tobacco_t1,Total healthy years lived by 2035,237754904.2,237755161.36,257.16000002622604
MWI,tobacco_t1,Economic benefit (USD) by 2030,23079366286.527687,23079394702.194878,28415.667190551758
MWI,tobacco_t1,Economic benefit (USD) by 2035,42538069663.24973,42538151565.51148,81902.26174926758
MWI,tobacco_t1,Intervention cost (USD) by 2030,0,9250687.57888402,9250687.57888402
MWI,tobacco_t1,Intervention cost (USD) by 2035,0,16703998.250246394,16703998.250246394
MWI,asthma_cr1,Total deaths averted by 2030,789433.92,789433.9199999999,-1.1641532182693481e-10
MWI,asthma_cr1,Total deaths averted by 2035,1512895.4699999997,1512895.47,2.3283064365386963e-10
MWI,asthma_cr1,Cases averted by 2030,6993145.960000001,6993145.960000001,0.0
MWI,asthma_cr1,Cases averted by 2035,15010132.749999998,15010132.749999998,0.0
MWI,asthma_cr1,Total healthy years lived by 2030,122225571.18,122266064.80000001,40493.62000000477
MWI,asthma_cr1,Total healthy years lived by 2035,237754904.2,237859767.88,104863.68000000715
MWI,asthma_cr1,Economic benefit (USD) by 2030,23079366286.527687,23084380315.85343,5014029.325744629
MWI,asthma_cr1,Economic benefit (USD) by 2035,42538069663.24973,42550779019.9614,12709356.711669922
MWI,asthma_cr1,Intervention cost (USD) by 2030,0,85899238.32928583,85899238.32928583
MWI,asthma_cr1,Intervention cost (USD) by 2035,0,155108536.37296247,155108536.37296247
MWI,tobacco_t2,Total deaths averted by 2030,789433.92,789432.33,-1.590000000083819
MWI,tobacco_t2,Total deaths averted by 2035,1512895.4699999997,1512886.63,-8.839999999850988
MWI,tobacco_t2,Cases averted by 2030,6993145.960000001,6992453.32,-692.640000000596
MWI,tobacco_t2,Cases averted by 2035,15010132.749999998,15007226.599999998,-2906.1500000003725
MWI,tobacco_t2,Total healthy years lived by 2030,122225571.18,122225629.99000001,58.810000002384186
MWI,tobacco_t2,Total healthy years lived by 2035,237754904.2,237755163.82,259.6200000047684
MWI,tobacco_t2,Economic benefit (USD) by 2030,23079366286.527687,23079386421.58832,20135.060634613037
MWI,tobacco_t2,Economic benefit (USD) by 2035,42538069663.24973,42538150790.80966,81127.55992889404
MWI,tobacco_t2,Intervention cost (USD) by 2030,0,29073588.914267614,29073588.914267614
MWI,tobacco_t2,Intervention cost (USD) by 2035,0,52498279.11133653,52498279.11133653
MWI,tobacco_t3,Total deaths averted by 2030,789433.92,789432.9500000001,-0.9699999999720603
MWI,tobacco_t3,Total deaths averted by 2035,1512895.4699999997,1512890.16,-5.309999999823049
MWI,tobacco_t3,Cases averted by 2030,6993145.960000001,6992731.089999999,-414.8700000019744
MWI,tobacco_t3,Cases averted by 2035,15010132.749999998,15008392.46,-1740.2899999972433
MWI,tobacco_t3,Total healthy years lived by 2030,122225571.18,122225606.4,35.21999999880791
MWI,tobacco_t3,Total healthy years lived by 2035,237754904.2,237755059.66000003,155.46000003814697
MWI,tobacco_t3,Economic benefit (USD) by 2030,23079366286.527687,23079378346.162346,12059.634658813477
MWI,tobacco_t3,Economic benefit (USD) by 2035,42538069663.24973,42538118241.40092,48578.15118408203
MWI,tobacco_t3,Intervention cost (USD) by 2030,0,5286107.034942575,5286107.034942575
MWI,tobacco_t3,Intervention cost (USD) by 2035,0,9545141.27253407,9545141.27253407
MWI,tobacco_t6,Total deaths averted by 2030,789433.92,789432.7400000002,-1.179999999818392
MWI,tobacco_t6,Total deaths averted by 2035,1512895.4699999997,1512888.9199999997,-6.550000000046566
MWI,tobacco_t6,Cases averted by 2030,6993145.960000001,6992633.990000001,-511.96999999973923
MWI,tobacco_t6,Cases averted by 2035,15010132.749999998,15007984.93,-2147.8199999984354
MWI,tobacco_t6,Total healthy years lived by 2030,122225571.18,122225614.63,43.44999998807907
MWI,tobacco_t6,Total healthy years lived by 2035,237754904.2,237755096.05,191.85000002384186
MWI,tobacco_t6,Economic benefit (USD) by 2030,23079366286.527687,23079381169.310463,14882.782775878906
MWI,tobacco_t6,Economic benefit (USD) by 2035,42538069663.24973,42538129618.72108,59955.47134399414
MWI,tobacco_t6,Intervention cost (USD) by 2030,0,5286107.049350635,5286107.049350635
MWI,tobacco_t6,Intervention cost (USD) by 2035,0,9545141.407179425,9545141.407179425
MWI,tobacco_t4,Total deaths averted by 2030,789433.92,789431.66,-2.2600000000093132
MWI,tobacco_t4,Total deaths averted by 2035,1512895.4699999997,1512883.05,-12.419999999692664
MWI,tobacco_t4,Cases averted by 2030,6993145.960000001,6992174.590000001,-971.3700000001118
MWI,tobacco_t4,Cases averted by 2035,15010132.749999998,15006056.16,-4076.5899999979883
MWI,tobacco_t4,Total healthy years lived by 2030,122225571.18,122225653.64000002,82.46000000834465
MWI,tobacco_t4,Total healthy years lived by 2035,237754904.2,237755268.36,364.16000002622604
MWI,tobacco_t4,Economic benefit (USD) by 2030,23079366286.527687,23079394525.79932,28239.271633148193
MWI,tobacco_t4,Economic benefit (USD) by 2035,42538069663.24973,42538183472.60663,113809.35689544678
MWI,tobacco_t4,Intervention cost (USD) by 2030,0,5286107.115377444,5286107.115377444
MWI,tobacco_t4,Intervention cost (USD) by 2035,0,9545142.041248001,9545142.041248001
MWI,tobacco_t5,Total deaths averted by 2030,789433.92,789431.99,-1.9300000000512227
MWI,tobacco_t5,Total deaths averted by 2035,1512895.4699999997,1512884.8399999999,-10.629999999888241
MWI,tobacco_t5,Cases averted by 2030,6993145.960000001,6992314.07,-831.890000000596
MWI,tobacco_t5,Cases averted by 2035,15010132.749999998,15006641.959999999,-3490.789999999106
MWI,tobacco_t5,Total healthy years lived by 2030,122225571.18,122225641.81,70.62999999523163
MWI,tobacco_t5,Total healthy years lived by 2035,237754904.2,237755216.04999998,311.84999999403954
MWI,tobacco_t5,Economic benefit (USD) by 2030,23079366286.527687,23079390470.079792,24183.55210494995
MWI,tobacco_t5,Economic benefit (USD) by 2035,42538069663.24973,42538167115.09104,97451.84130859375
MWI,tobacco_t5,Intervention cost (USD) by 2030,0,5286107.095354906,5286107.095354906
MWI,tobacco_t5,Intervention cost (USD) by 2035,0,9545141.848779393,9545141.848779393
MYS,tobacco_t1,Total deaths averted by 2030,1235095.94,1235092.4500000002,-3.489999999757856
MYS,tobacco_t1,Total deaths averted by 2035,2430421.68,2430409.12,-12.56000000005588
MYS,tobacco_t1,Cases averted by 2030,6797193.11,6794870.76,-2322.350000000559
MYS,tobacco_t1,Cases averted by 2035,14043680.610000001,14036973.55,-6707.0600000005215
MYS,tobacco_t1,Total healthy years lived by 2030,187042243.45999998,187042375.32,131.86000001430511
MYS,tobacco_t1,Total healthy years lived by 2035,349443055.56,349443455.64000005,400.08000004291534
MYS,tobacco_t1,Economic benefit (USD) by 2030,1011074076574.6682,1011075131257.3407,1054682.6724853516
MYS,tobacco_t1,Economic benefit (USD) by 2035,1755372078225.2798,1755374944405.1758,2866179.8959960938
MYS,tobacco_t1,Intervention cost (USD) by 2030,0,14073248.120401053,14073248.120401053
MYS,tobacco_t1,Intervention cost (USD) by 2035,0,24507634.469753966,24507634.469753966
MYS,asthma_cr1,Total deaths averted by 2030,1235095.94,1235095.94,0.0
MYS,asthma_cr1,Total deaths averted by 2035,2430421.68,2430421.6800000006,4.656612873077393e-10
MYS,asthma_cr1,Cases averted by 2030,6797193.11,6797193.109999999,-9.313225746154785e-10
MYS,asthma_cr1,Cases averted by 2035,14043680.610000001,14043680.610000001,0.0
MYS,asthma_cr1,Total healthy years lived by 2030,187042243.45999998,187066725.12,24481.660000026226
MYS,asthma_cr1,Total healthy years lived by 2035,349443055.56,349504282.63000005,61227.07000005245
MYS,asthma_cr1,Economic benefit (USD) by 2030,1011074076574.6682,1011166408801.6257,92332226.95751953
MYS,asthma_cr1,Economic benefit (USD) by 2035,1755372078225.2798,1755586633023.6523,214554798.3725586
MYS,asthma_cr1,Intervention cost (USD) by 2030,0,130680156.33332425,130680156.33332425
MYS,asthma_cr1,Intervention cost (USD) by 2035,0,227570864.9712772,227570864.9712772
MYS,tobacco_t2,Total deaths averted by 2030,1235095.94,1235092.9,-3.040000000037253
MYS,tobacco_t2,Total deaths averted by 2035,2430421.68,2430404.4699999997,-17.21000000042841
MYS,tobacco_t2,Cases averted by 2030,6797193.11,6794871.4,-2321.7099999999627
MYS,tobacco_t2,Cases averted by 2035,14043680.610000001,14034309.55,-9371.060000000522
MYS,tobacco_t2,Total healthy years lived by 2030,187042243.45999998,187042373.14,129.68000000715256
MYS,tobacco_t2,Total healthy years lived by 2035,349443055.56,349443604.88,549.3199999928474
MYS,tobacco_t2,Economic benefit (USD) by 2030,1011074076574.6682,1011075092631.8005,1016057.1323242188
MYS,tobacco_t2,Economic benefit (USD) by 2035,1755372078225.2798,1755375936621.2166,3858395.936767578
MYS,tobacco_t2,Intervention cost (USD) by 2030,0,44230207.82073815,44230207.82073815
MYS,tobacco_t2,Intervention cost (USD) by 2035,0,77023995.27881937,77023995.27881937
MYS,tobacco_t3,Total deaths averted by 2030,1235095.94,1235094.1199999999,-1.8200000000651926
MYS,tobacco_t3,Total deaths averted by 2035,2430421.68,2430411.3799999994,-10.300000000745058
MYS,tobacco_t3,Cases averted by 2030,6797193.11,6795804.6,-1388.5100000007078
MYS,tobacco_t3,Cases averted by 2035,14043680.610000001,14038078.430000002,-5602.179999999702
MYS,tobacco_t3,Total healthy years lived by 2030,187042243.45999998,187042321.01999998,77.56000000238419
MYS,tobacco_t3,Total healthy years lived by 2035,349443055.56,349443383.98,328.4200000166893
MYS,tobacco_t3,Economic benefit (USD) by 2030,1011074076574.6682,1011074684020.7738,607446.1055908203
MYS,tobacco_t3,Economic benefit (USD) by 2035,1755372078225.2798,1755374383988.285,2305763.005126953
MYS,tobacco_t3,Intervention cost (USD) by 2030,0,8041855.889665874,8041855.889665874
MYS,tobacco_t3,Intervention cost (USD) by 2035,0,14004362.031038411,14004362.031038411
MYS,tobacco_t6,Total deaths averted by 2030,1235095.94,1235093.68,-2.2600000000093132
MYS,tobacco_t6,Total deaths averted by 2035,2430421.68,2430408.9599999995,-12.720000000670552
MYS,tobacco_t6,Cases averted by 2030,6797193.11,6795478.67,-1714.4400000004098
MYS,tobacco_t6,Cases averted by 2035,14043680.610000001,14036762.459999999,-6918.150000002235
MYS,tobacco_t6,Total healthy years lived by 2030,187042243.45999998,187042339.22000003,95.7600000500679
MYS,tobacco_t6,Total healthy years lived by 2035,349443055.56,349443461.12,405.5600000023842
MYS,tobacco_t6,Economic benefit (USD) by 2030,1011074076574.6682,1011074826700.1302,750125.4620361328
MYS,tobacco_t6,Economic benefit (USD) by 2035,1755372078225.2798,1755374925991.2302,2847765.950439453
MYS,tobacco_t6,Intervention cost (USD) by 2030,0,8041855.9167574085,8041855.9167574085
MYS,tobacco_t6,Intervention cost (USD) by 2035,0,14004362.292386884,14004362.292386884
MYS,tobacco_t4,Total deaths averted by 2030,1235095.94,1235091.65,-4.290000000037253
MYS,tobacco_t4,Total deaths averted by 2035,2430421.68,2430397.47,-24.209999999962747
MYS,tobacco_t4,Cases averted by 2030,6797193.11,6793932.0600000005,-3261.0499999998137
MYS,tobacco_t4,Cases averted by 2035,14043680.610000001,14030512.940000001,-13167.669999999925
MYS,tobacco_t4,Total healthy years lived by 2030,187042243.45999998,187042425.61,182.1500000357628
MYS,tobacco_t4,Total healthy years lived by 2035,349443055.56,349443827.41999996,771.8599999547005
MYS,tobacco_t4,Economic benefit (USD) by 2030,1011074076574.6682,1011075504204.531,1427629.8627929688
MYS,tobacco_t4,Economic benefit (USD) by 2035,1755372078225.2798,1755377501820.24,5423594.960205078
MYS,tobacco_t4,Intervention cost (USD) by 2030,0,8041856.0439629005,8041856.0439629005
MYS,tobacco_t4,Intervention cost (USD) by 2035,0,14004363.52710334,14004363.52710334
MYS,tobacco_t5,Total deaths averted by 2030,1235095.94,1235092.29,-3.6499999999068677
MYS,tobacco_t5,Total deaths averted by 2035,2430421.68,2430400.99,-20.68999999994412
MYS,tobacco_t5,Cases averted by 2030,6797193.11,6794402.49,-2790.6200000001118
MYS,tobacco_t5,Cases averted by 2035,14043680.610000001,14032414.720000003,-11265.889999998733
MYS,tobacco_t5,Total healthy years lived by 2030,187042243.45999998,187042399.32999998,155.87000000476837
MYS,tobacco_t5,Total healthy years lived by 2035,349443055.56,349443715.96,660.3999999761581
MYS,tobacco_t5,Economic benefit (USD) by 2030,1011074076574.6682,1011075298045.5568,1221470.8885498047
MYS,tobacco_t5,Economic benefit (USD) by 2035,1755372078225.2798,1755376717639.099,4639413.8193359375
MYS,tobacco_t5,Intervention cost (USD) by 2030,0,8041856.004930676,8041856.004930676
MYS,tobacco_t5,Intervention cost (USD) by 2035,0,14004363.150995787,14004363.150995787
MDV,tobacco_t1,Total deaths averted by 2030,9378.77,9378.730000000001,-0.039999999999054126
MDV,tobacco_t1,Total deaths averted by 2035,18819.980000000003,18819.77,-0.21000000000276486
MDV,tobacco_t1,Cases averted by 2030,88877.68000000001,88817.14000000001,-60.5399999999936
MDV,tobacco_t1,Cases averted by 2035,183339.43999999997,183158.95,-180.48999999996158
MDV,tobacco_t1,Total healthy years lived by 2030,2785360.21,2785363.58,3.3700000001117587
MDV,tobacco_t1,Total healthy years lived by 2035,5208974.399999999,5208984.79,10.390000000596046
MDV,tobacco_t1,Economic benefit (USD) by 2030,18226974725.293755,18227003779.54216,29054.248405456543
MDV,tobacco_t1,Economic benefit (USD) by 2035,31829904413.904377,31829983560.435444,79146.53106689453
MDV,tobacco_t1,Intervention cost (USD) by 2030,0,209356.2944681593,209356.2944681593
MDV,tobacco_t1,Intervention cost (USD) by 2035,0,365355.97880701936,365355.97880701936
MDV,asthma_cr1,Total deaths averted by 2030,9378.77,9378.77,0.0
MDV,asthma_cr1,Total deaths averted by 2035,18819.980000000003,18819.980000000003,0.0
MDV,asthma_cr1,Cases averted by 2030,88877.68000000001,88877.68,-1.4551915228366852e-11
MDV,asthma_cr1,Cases averted by 2035,183339.43999999997,183339.44,2.9103830456733704e-11
MDV,asthma_cr1,Total healthy years lived by 2030,2785360.21,2785682.13,321.9199999999255
MDV,asthma_cr1,Total healthy years lived by 2035,5208974.399999999,5209776.33,801.9300000006333
MDV,asthma_cr1,Economic benefit (USD) by 2030,18226974725.293755,18228386757.659424,1412032.3656692505
MDV,asthma_cr1,Economic benefit (USD) by 2035,31829904413.904377,31833245471.061028,3341057.156650543
MDV,asthma_cr1,Intervention cost (USD) by 2030,0,1944022.665907818,1944022.665907818
MDV,asthma_cr1,Intervention cost (USD) by 2035,0,3392590.7423859937,3392590.7423859937
MDV,tobacco_t2,Total deaths averted by 2030,9378.77,9378.76,-0.010000000000218279
MDV,tobacco_t2,Total deaths averted by 2035,18819.980000000003,18819.780000000002,-0.2000000000007276
MDV,tobacco_t2,Cases averted by 2030,88877.68000000001,88834.48000000001,-43.19999999999709
MDV,tobacco_t2,Cases averted by 2035,183339.43999999997,183159.23,-180.20999999996275
MDV,tobacco_t2,Total healthy years lived by 2030,2785360.21,2785362.59,2.3799999998882413
MDV,tobacco_t2,Total healthy years lived by 2035,5208974.399999999,5208984.64,10.240000000223517
MDV,tobacco_t2,Economic benefit (USD) by 2030,18226974725.293755,18226994771.330914,20046.037158966064
MDV,tobacco_t2,Economic benefit (USD) by 2035,31829904413.904377,31829980890.660732,76476.75635528564
MDV,tobacco_t2,Intervention cost (USD) by 2030,0,657976.9158208732,657976.9158208732
MDV,tobacco_t2,Intervention cost (USD) by 2035,0,1148261.6237121017,1148261.6237121017
MDV,tobacco_t3,Total deaths averted by 2030,9378.77,9378.759999999998,-0.010000000002037268
MDV,tobacco_t3,Total deaths averted by 2035,18819.980000000003,18819.87,-0.11000000000422006
MDV,tobacco_t3,Cases averted by 2030,88877.68000000001,88851.81999999999,-25.860000000015134
MDV,tobacco_t3,Cases averted by 2035,183339.43999999997,183231.67,-107.76999999996042
MDV,tobacco_t3,Total healthy years lived by 2030,2785360.21,2785361.6399999997,1.4299999997019768
MDV,tobacco_t3,Total healthy years lived by 2035,5208974.399999999,5208980.53,6.130000000819564
MDV,tobacco_t3,Economic benefit (USD) by 2030,18226974725.293755,18226986713.25887,11987.965114593506
MDV,tobacco_t3,Economic benefit (USD) by 2035,31829904413.904377,31829950132.06358,45718.15920257568
MDV,tobacco_t3,Intervention cost (USD) by 2030,0,119632.16510134752,119632.16510134752
MDV,tobacco_t3,Intervention cost (USD) by 2035,0,208774.83026660144,208774.83026660144
MDV,tobacco_t6,Total deaths averted by 2030,9378.77,9378.75,-0.020000000000436557
MDV,tobacco_t6,Total deaths averted by 2035,18819.980000000003,18819.810000000005,-0.16999999999825377
MDV,tobacco_t6,Cases averted by 2030,88877.68000000001,88845.76999999999,-31.910000000018044
MDV,tobacco_t6,Cases averted by 2035,183339.43999999997,183206.39,-133.04999999995925
MDV,tobacco_t6,Total healthy years lived by 2030,2785360.21,2785361.96,1.75
MDV,tobacco_t6,Total healthy years lived by 2035,5208974.399999999,5208981.97,7.570000000298023
MDV,tobacco_t6,Economic benefit (USD) by 2030,18226974725.293755,18226989527.525078,14802.231323242188
MDV,tobacco_t6,Economic benefit (USD) by 2035,31829904413.904377,31829960871.922638,56458.01826095581
MDV,tobacco_t6,Intervention cost (USD) by 2030,0,119632.16582342942,119632.16582342942
MDV,tobacco_t6,Intervention cost (USD) by 2035,0,208774.83411172376,208774.83411172376
MDV,tobacco_t4,Total deaths averted by 2030,9378.77,9378.720000000001,-0.049999999999272404
MDV,tobacco_t4,Total deaths averted by 2035,18819.980000000003,18819.66,-0.32000000000334694
MDV,tobacco_t4,Cases averted by 2030,88877.68000000001,88817.01000000001,-60.669999999998254
MDV,tobacco_t4,Cases averted by 2035,183339.43999999997,183086.29,-253.14999999996508
MDV,tobacco_t4,Total healthy years lived by 2030,2785360.21,2785363.5399999996,3.3299999996088445
MDV,tobacco_t4,Total healthy years lived by 2035,5208974.399999999,5208988.79,14.390000000596046
MDV,tobacco_t4,Economic benefit (USD) by 2030,18226974725.293755,18227002883.022644,28157.728889465332
MDV,tobacco_t4,Economic benefit (USD) by 2035,31829904413.904377,31830011876.46856,107462.5641822815
MDV,tobacco_t4,Intervention cost (USD) by 2030,0,119632.16720297308,119632.16720297308
MDV,tobacco_t4,Intervention cost (USD) by 2035,0,208774.85037210316,208774.85037210316
MDV,tobacco_t5,Total deaths averted by 2030,9378.77,9378.74,-0.030000000000654836
MDV,tobacco_t5,Total deaths averted by 2035,18819.980000000003,18819.709999999995,-0.2700000000077125
MDV,tobacco_t5,Cases averted by 2030,88877.68000000001,88825.75,-51.93000000000757
MDV,tobacco_t5,Cases averted by 2035,183339.43999999997,183122.82,-216.61999999996624
MDV,tobacco_t5,Total healthy years lived by 2030,2785360.21,2785363.0599999996,2.849999999627471
MDV,tobacco_t5,Total healthy years lived by 2035,5208974.399999999,5208986.71,12.31000000052154
MDV,tobacco_t5,Economic benefit (USD) by 2030,18226974725.293755,18226998820.431927,24095.13817214966
MDV,tobacco_t5,Economic benefit (USD) by 2035,31829904413.904377,31829996354.97699,91941.07261276245
MDV,tobacco_t5,Intervention cost (USD) by 2030,0,119632.16685792955,119632.16685792955
MDV,tobacco_t5,Intervention cost (USD) by 2035,0,208774.84537984707,208774.84537984707
MLI,tobacco_t1,Total deaths averted by 2030,1232314.37,1232310.4700000002,-3.8999999999068677
MLI,tobacco_t1,Total deaths averted by 2035,2359287.98,2359273.9299999992,-14.050000000745058
MLI,tobacco_t1,Cases averted by 2030,4672409.74,4671726.08,-683.660000000149
MLI,tobacco_t1,Cases averted by 2035,10265680.14,10263641.379999999,-2038.7600000016391
MLI,tobacco_t1,Total healthy years lived by 2030,138875646.86,138875710.93,64.06999999284744
MLI,tobacco_t1,Total healthy years lived by 2035,274094611.56,274094825.21999997,213.6599999666214
MLI,tobacco_t1,Economic benefit (USD) by 2030,43880502300.79096,43880551852.07089,49551.279930114746
MLI,tobacco_t1,Economic benefit (USD) by 2035,81777239554.5309,81777390128.23065,150573.69975280762
MLI,tobacco_t1,Intervention cost (USD) by 2030,0,10548951.22834085,10548951.22834085
MLI,tobacco_t1,Intervention cost (USD) by 2035,0,19290134.636633575,19290134.636633575
MLI,asthma_cr1,Total deaths averted by 2030,1232314.37,1232314.37,0.0
MLI,asthma_cr1,Total deaths averted by 2035,2359287.98,2359287.9800000004,4.656612873077393e-10
MLI,asthma_cr1,Cases averted by 2030,4672409.74,4672409.739999999,-9.313225746154785e-10
MLI,asthma_cr1,Cases averted by 2035,10265680.14,10265680.139999999,-1.862645149230957e-09
MLI,asthma_cr1,Total healthy years lived by 2030,138875646.86,138902886.68,27239.819999992847
MLI,asthma_cr1,Total healthy years lived by 2035,274094611.56,274166696.12,72084.56000000238
MLI,asthma_cr1,Economic benefit (USD) by 2030,43880502300.79096,43886294485.68072,5792184.889755249
MLI,asthma_cr1,Economic benefit (USD) by 2035,81777239554.5309,81792138711.00772,14899156.4768219
MLI,asthma_cr1,Intervention cost (USD) by 2030,0,97954541.79803632,97954541.79803632
MLI,asthma_cr1,Intervention cost (USD) by 2035,0,179122649.23016623,179122649.23016623
MLI,tobacco_t2,Total deaths averted by 2030,1232314.37,1232311.9200000002,-2.449999999953434
MLI,tobacco_t2,Total deaths averted by 2035,2359287.98,2359274.07,-13.910000000149012
MLI,tobacco_t2,Cases averted by 2030,4672409.74,4671905.21,-504.53000000026077
MLI,tobacco_t2,Cases averted by 2035,10265680.14,10263578.36,-2101.780000001192
MLI,tobacco_t2,Total healthy years lived by 2030,138875646.86,138875692.27,45.40999999642372
MLI,tobacco_t2,Total healthy years lived by 2035,274094611.56,274094823.06,211.5
MLI,tobacco_t2,Economic benefit (USD) by 2030,43880502300.79096,43880536685.76792,34384.976959228516
MLI,tobacco_t2,Economic benefit (USD) by 2035,81777239554.5309,81777385895.4415,146340.91059875488
MLI,tobacco_t2,Intervention cost (USD) by 2030,0,33153845.76281837,33153845.76281837
MLI,tobacco_t2,Intervention cost (USD) by 2035,0,60626135.62689883,60626135.62689883
MLI,tobacco_t3,Total deaths averted by 2030,1232314.37,1232312.8900000001,-1.4799999999813735
MLI,tobacco_t3,Total deaths averted by 2035,2359287.98,2359279.6499999994,-8.330000000540167
MLI,tobacco_t3,Cases averted by 2030,4672409.74,4672107.4399999995,-302.30000000074506
MLI,tobacco_t3,Cases averted by 2035,10265680.14,10264421.000000002,-1259.1399999987334
MLI,tobacco_t3,Total healthy years lived by 2030,138875646.86,138875674.07,27.209999978542328
MLI,tobacco_t3,Total healthy years lived by 2035,274094611.56,274094738.27,126.70999997854233
MLI,tobacco_t3,Economic benefit (USD) by 2030,43880502300.79096,43880522901.69441,20600.903450012207
MLI,tobacco_t3,Economic benefit (USD) by 2035,81777239554.5309,81777327214.13943,87659.6085357666
MLI,tobacco_t3,Intervention cost (USD) by 2030,0,6027971.895741323,6027971.895741323
MLI,tobacco_t3,Intervention cost (USD) by 2035,0,11022933.153644374,11022933.153644374
MLI,tobacco_t6,Total deaths averted by 2030,1232314.37,1232312.5599999998,-1.81000000028871
MLI,tobacco_t6,Total deaths averted by 2035,2359287.98,2359277.69,-10.290000000037253
MLI,tobacco_t6,Cases averted by 2030,4672409.74,4672036.72,-373.0200000004843
MLI,tobacco_t6,Cases averted by 2035,10265680.14,10264126.369999997,-1553.7700000032783
MLI,tobacco_t6,Total healthy years lived by 2030,138875646.86,138875680.45000002,33.59000000357628
MLI,tobacco_t6,Total healthy years lived by 2035,274094611.56,274094767.93,156.37000000476837
MLI,tobacco_t6,Economic benefit (USD) by 2030,43880502300.79096,43880527721.542625,25420.751663208008
MLI,tobacco_t6,Economic benefit (USD) by 2035,81777239554.5309,81777347730.5252,108175.99430847168
MLI,tobacco_t6,Intervention cost (USD) by 2030,0,6027971.916809345,6027971.916809345
MLI,tobacco_t6,Intervention cost (USD) by 2035,0,11022933.362365367,11022933.362365367
MLI,tobacco_t4,Total deaths averted by 2030,1232314.37,1232310.9500000002,-3.419999999925494
MLI,tobacco_t4,Total deaths averted by 2035,2359287.98,2359268.5100000002,-19.46999999973923
MLI,tobacco_t4,Cases averted by 2030,4672409.74,4671702.4399999995,-707.3000000007451
MLI,tobacco_t4,Cases averted by 2035,10265680.14,10262733.18,-2946.960000000894
MLI,tobacco_t4,Total healthy years lived by 2030,138875646.86,138875710.51999998,63.6599999666214
MLI,tobacco_t4,Total healthy years lived by 2035,274094611.56,274094908.11,296.55000001192093
MLI,tobacco_t4,Economic benefit (USD) by 2030,43880502300.79096,43880550510.19301,48209.40204620361
MLI,tobacco_t4,Economic benefit (USD) by 2035,81777239554.5309,81777444771.32462,205216.79371643066
MLI,tobacco_t4,Intervention cost (USD) by 2030,0,6027972.018398832,6027972.018398832
MLI,tobacco_t4,Intervention cost (USD) by 2035,0,11022934.34991561,11022934.34991561
MLI,tobacco_t5,Total deaths averted by 2030,1232314.37,1232311.45,-2.920000000158325
MLI,tobacco_t5,Total deaths averted by 2035,2359287.98,2359271.31,-16.669999999925494
MLI,tobacco_t5,Cases averted by 2030,4672409.74,4671803.899999999,-605.8400000007823
MLI,tobacco_t5,Cases averted by 2035,10265680.14,10263156.1,-2524.0400000009686
MLI,tobacco_t5,Total healthy years lived by 2030,138875646.86,138875701.39999998,54.53999996185303
