country,scenario,metric,baseline_value,comparison_value,difference
MDG,tobacco_t1,Total healthy years lived by 2035,335774569.61,335775495.52,925.9099999666214
MDG,tobacco_t1,Economic benefit (USD) by 2030,43318558595.91,43318692041.649994,133445.73999023438
MDG,tobacco_t1,Economic benefit (USD) by 2035,85107566425.98999,85107976079.7,409653.71000671387
MDG,asthma_cr1,Total deaths averted by 2030,1179995.3,1179995.2999999998,-2.3283064365386963e-10
MDG,asthma_cr1,Total deaths averted by 2035,2271194.27,2271194.27,0.0
MDG,asthma_cr1,Cases averted by 2030,15434030.629999999,15434030.629999999,0.0
MDG,asthma_cr1,Cases averted by 2035,31930916.980000004,31930916.980000004,0.0
MDG,asthma_cr1,Total healthy years lived by 2030,173730118.85000002,173816792.09999996,86673.2499999404
MDG,asthma_cr1,Total healthy years lived by 2035,335774569.61,335992195.96,217626.34999996424
MDG,asthma_cr1,Economic benefit (USD) by 2030,43318558595.91,43336264811.850006,17706215.94000244
MDG,asthma_cr1,Economic benefit (USD) by 2035,85107566425.98999,85153101456.19,45535030.20001221
MDG,tobacco_t2,Total deaths averted by 2030,1179995.3,1179991.29,-4.010000000009313
MDG,tobacco_t2,Total deaths averted by 2035,2271194.27,2271171.8299999996,-22.440000000409782
MDG,tobacco_t2,Cases averted by 2030,15434030.629999999,15431460.440000001,-2570.189999997616
MDG,tobacco_t2,Cases averted by 2035,31930916.980000004,31920388.030000005,-10528.949999999255
MDG,tobacco_t2,Total healthy years lived by 2030,173730118.85000002,173730337.82,218.96999996900558
MDG,tobacco_t2,Total healthy years lived by 2035,335774569.61,335775498.43999994,928.829999923706
MDG,tobacco_t2,Economic benefit (USD) by 2030,43318558595.91,43318654091.79,95495.87999725342
MDG,tobacco_t2,Economic benefit (USD) by 2035,85107566425.98999,85107976744.01999,410318.0299987793
MDG,tobacco_t3,Total deaths averted by 2030,1179995.3,1179992.9,-2.4000000001396984
MDG,tobacco_t3,Total deaths averted by 2035,2271194.27,2271180.8400000003,-13.429999999701977
MDG,tobacco_t3,Cases averted by 2030,15434030.629999999,15432491.61,-1539.019999999553
MDG,tobacco_t3,Cases averted by 2035,31930916.980000004,31924613.92,-6303.060000002384
MDG,tobacco_t3,Total healthy years lived by 2030,173730118.85000002,173730249.98,131.1299999654293
MDG,tobacco_t3,Total healthy years lived by 2035,335774569.61,335775125.65999997,556.0499999523163
MDG,tobacco_t3,Economic benefit (USD) by 2030,43318558595.91,43318615772.07,57176.159996032715
MDG,tobacco_t3,Economic benefit (USD) by 2035,85107566425.98999,85107812031.41998,245605.42999267578
MDG,tobacco_t6,Total deaths averted by 2030,1179995.3,1179992.34,-2.959999999962747
MDG,tobacco_t6,Total deaths averted by 2035,2271194.27,2271177.7,-16.569999999832362
MDG,tobacco_t6,Cases averted by 2030,15434030.629999999,15432131.16,-1899.469999998808
MDG,tobacco_t6,Cases averted by 2035,31930916.980000004,31923137.02,-7779.960000004619
MDG,tobacco_t6,Total healthy years lived by 2030,173730118.85000002,173730280.66,161.80999997258186
MDG,tobacco_t6,Total healthy years lived by 2035,335774569.61,335775255.93,686.3199999928474
MDG,tobacco_t6,Economic benefit (USD) by 2030,43318558595.91,43318629165.47,70569.5599975586
MDG,tobacco_t6,Economic benefit (USD) by 2035,85107566425.98999,85107869591.56,303165.5700073242
MDG,tobacco_t4,Total deaths averted by 2030,1179995.3,1179989.6900000002,-5.609999999869615
MDG,tobacco_t4,Total deaths averted by 2035,2271194.27,2271162.83,-31.43999999994412
MDG,tobacco_t4,Cases averted by 2030,15434030.629999999,15430425.15,-3605.4799999985844
MDG,tobacco_t4,Cases averted by 2035,31930916.980000004,31916142.909999996,-14774.070000007749
MDG,tobacco_t4,Total healthy years lived by 2030,173730118.85000002,173730426.01,307.1599999666214
MDG,tobacco_t4,Total healthy years lived by 2035,335774569.61,335775872.89000005,1303.2800000309944
MDG,tobacco_t4,Economic benefit (USD) by 2030,43318558595.91,43318692574.9,133978.98999786377
MDG,tobacco_t4,Economic benefit (USD) by 2035,85107566425.98999,85108142245.20999,575819.2200012207
MDG,tobacco_t5,Total deaths averted by 2030,1179995.3,1179990.47,-4.830000000074506
MDG,tobacco_t5,Total deaths averted by 2035,2271194.27,2271167.31,-26.959999999962747
MDG,tobacco_t5,Cases averted by 2030,15434030.629999999,15430943.33,-3087.2999999988824
MDG,tobacco_t5,Cases averted by 2035,31930916.980000004,31918267.900000002,-12649.080000001937
MDG,tobacco_t5,Total healthy years lived by 2030,173730118.85000002,173730381.87,263.0199999809265
MDG,tobacco_t5,Total healthy years lived by 2035,335774569.61,335775685.46000004,1115.8500000238419
MDG,tobacco_t5,Economic benefit (USD) by 2030,43318558595.91,43318673312.83,114716.91999816895
MDG,tobacco_t5,Economic benefit (USD) by 2035,85107566425.98999,85108059395.58,492969.5900115967
MWI,tobacco_t1,Total deaths averted by 2030,789433.92,789431.36,-2.5600000000558794
MWI,tobacco_t1,Total deaths averted by 2035,1512895.4699999997,1512886.6099999999,-8.859999999869615
MWI,tobacco_t1,Cases averted by 2030,6993145.960000001,6992205.08,-940.8800000008196
MWI,tobacco_t1,Cases averted by 2035,15010132.749999998,15007309.260000002,-2823.489999996498
MWI,tobacco_t1,Total healthy years lived by 2030,122225571.18,122225652.58,81.3999999910593
MWI,tobacco_t1,Total healthy years lived by 2035,237754904.2,237755161.36,257.16000002622604
MWI,tobacco_t1,Economic benefit (USD) by 2030,24890374306.879997,24890405637.510002,31330.630004882812
MWI,tobacco_t1,Economic benefit (USD) by 2035,49561651426.68,49561750916.729996,99490.04999542236
MWI,asthma_cr1,Total deaths averted by 2030,789433.92,789433.9199999999,-1.1641532182693481e-10
MWI,asthma_cr1,Total deaths averted by 2035,1512895.4699999997,1512895.47,2.3283064365386963e-10
MWI,asthma_cr1,Cases averted by 2030,6993145.960000001,6993145.960000001,0.0
MWI,asthma_cr1,Cases averted by 2035,15010132.749999998,15010132.749999998,0.0
MWI,asthma_cr1,Total healthy years lived by 2030,122225571.18,122266064.80000001,40493.62000000477
MWI,asthma_cr1,Total healthy years lived by 2035,237754904.2,237859767.88,104863.68000000715
MWI,asthma_cr1,Economic benefit (USD) by 2030,24890374306.879997,24895948887.73,5574580.850002289
MWI,asthma_cr1,Economic benefit (USD) by 2035,49561651426.68,49577004389.69,15352963.010002136
MWI,tobacco_t2,Total deaths averted by 2030,789433.92,789432.33,-1.590000000083819
MWI,tobacco_t2,Total deaths averted by 2035,1512895.4699999997,1512886.63,-8.839999999850988
MWI,tobacco_t2,Cases averted by 2030,6993145.960000001,6992453.32,-692.640000000596
MWI,tobacco_t2,Cases averted by 2035,15010132.749999998,15007226.599999998,-2906.1500000003725
MWI,tobacco_t2,Total healthy years lived by 2030,122225571.18,122225629.99000001,58.810000002384186
MWI,tobacco_t2,Total healthy years lived by 2035,237754904.2,237755163.82,259.6200000047684
MWI,tobacco_t2,Economic benefit (USD) by 2030,24890374306.879997,24890396898.02,22591.140003204346
MWI,tobacco_t2,Economic benefit (USD) by 2035,49561651426.68,49561751887.02999,100460.34999084473
MWI,tobacco_t3,Total deaths averted by 2030,789433.92,789432.9500000001,-0.9699999999720603
MWI,tobacco_t3,Total deaths averted by 2035,1512895.4699999997,1512890.16,-5.309999999823049
MWI,tobacco_t3,Cases averted by 2030,6993145.960000001,6992731.089999999,-414.8700000019744
MWI,tobacco_t3,Cases averted by 2035,15010132.749999998,15008392.46,-1740.2899999972433
MWI,tobacco_t3,Total healthy years lived by 2030,122225571.18,122225606.4,35.21999999880791
MWI,tobacco_t3,Total healthy years lived by 2035,237754904.2,237755059.66000003,155.46000003814697
MWI,tobacco_t3,Economic benefit (USD) by 2030,24890374306.879997,24890387837.429996,13530.54999923706
MWI,tobacco_t3,Economic benefit (USD) by 2035,49561651426.68,49561711580.39001,60153.71000671387
MWI,tobacco_t6,Total deaths averted by 2030,789433.92,789432.7400000002,-1.179999999818392
MWI,tobacco_t6,Total deaths averted by 2035,1512895.4699999997,1512888.9199999997,-6.550000000046566
MWI,tobacco_t6,Cases averted by 2030,6993145.960000001,6992633.990000001,-511.96999999973923
MWI,tobacco_t6,Cases averted by 2035,15010132.749999998,15007984.93,-2147.8199999984354
MWI,tobacco_t6,Total healthy years lived by 2030,122225571.18,122225614.63,43.44999998807907
MWI,tobacco_t6,Total healthy years lived by 2035,237754904.2,237755096.05,191.85000002384186
MWI,tobacco_t6,Economic benefit (USD) by 2030,24890374306.879997,24890391004.969997,16698.090000152588
MWI,tobacco_t6,Economic benefit (USD) by 2035,49561651426.68,49561725669.070015,74242.39001464844
MWI,tobacco_t4,Total deaths averted by 2030,789433.92,789431.66,-2.2600000000093132
MWI,tobacco_t4,Total deaths averted by 2035,1512895.4699999997,1512883.05,-12.419999999692664
MWI,tobacco_t4,Cases averted by 2030,6993145.960000001,6992174.590000001,-971.3700000001118
MWI,tobacco_t4,Cases averted by 2035,15010132.749999998,15006056.16,-4076.5899999979883
MWI,tobacco_t4,Total healthy years lived by 2030,122225571.18,122225653.64000002,82.46000000834465
MWI,tobacco_t4,Total healthy years lived by 2035,237754904.2,237755268.36,364.16000002622604
MWI,tobacco_t4,Economic benefit (USD) by 2030,24890374306.879997,24890405991.07,31684.190002441406
MWI,tobacco_t4,Economic benefit (USD) by 2035,49561651426.68,49561792358.51,140931.83000183105
MWI,tobacco_t5,Total deaths averted by 2030,789433.92,789431.99,-1.9300000000512227
MWI,tobacco_t5,Total deaths averted by 2035,1512895.4699999997,1512884.8399999999,-10.629999999888241
MWI,tobacco_t5,Cases averted by 2030,6993145.960000001,6992314.07,-831.890000000596
MWI,tobacco_t5,Cases averted by 2035,15010132.749999998,15006641.959999999,-3490.789999999106
MWI,tobacco_t5,Total healthy years lived by 2030,122225571.18,122225641.81,70.62999999523163
MWI,tobacco_t5,Total healthy years lived by 2035,237754904.2,237755216.04999998,311.84999999403954
MWI,tobacco_t5,Economic benefit (USD) by 2030,24890374306.879997,24890401440.469997,27133.590000152588
MWI,tobacco_t5,Economic benefit (USD) by 2035,49561651426.68,49561772102.08,120675.40000152588
MYS,tobacco_t1,Total deaths averted by 2030,1235095.94,1235092.4500000002,-3.489999999757856
MYS,tobacco_t1,Total deaths averted by 2035,2430421.68,2430409.12,-12.56000000005588
MYS,tobacco_t1,Cases averted by 2030,6797193.11,6794870.76,-2322.350000000559
MYS,tobacco_t1,Cases averted by 2035,14043680.610000001,14036973.55,-6707.0600000005215
MYS,tobacco_t1,Total healthy years lived by 2030,187042243.45999998,187042375.32,131.86000001430511
MYS,tobacco_t1,Total healthy years lived by 2035,349443055.56,349443455.64000005,400.08000004291534
MYS,tobacco_t1,Economic benefit (USD) by 2030,1088034085598.6699,1088035247167.6602,1161568.990234375
MYS,tobacco_t1,Economic benefit (USD) by 2035,2030378964640.99,2030382431996.3098,3467355.3198242188
MYS,asthma_cr1,Total deaths averted by 2030,1235095.94,1235095.94,0.0
MYS,asthma_cr1,Total deaths averted by 2035,2430421.68,2430421.6800000006,4.656612873077393e-10
MYS,asthma_cr1,Cases averted by 2030,6797193.11,6797193.109999999,-9.313225746154785e-10
MYS,asthma_cr1,Cases averted by 2035,14043680.610000001,14043680.610000001,0.0
MYS,asthma_cr1,Total healthy years lived by 2030,187042243.45999998,187066725.12,24481.660000026226
MYS,asthma_cr1,Total healthy years lived by 2035,349443055.56,349504282.63000005,61227.07000005245
MYS,asthma_cr1,Economic benefit (USD) by 2030,1088034085598.6699,1088136599700.45,102514101.7800293
MYS,asthma_cr1,Economic benefit (USD) by 2035,2030378964640.99,2030636514580.87,257549939.88012695
MYS,tobacco_t2,Total deaths averted by 2030,1235095.94,1235092.9,-3.040000000037253
MYS,tobacco_t2,Total deaths averted by 2035,2430421.68,2430404.4699999997,-17.21000000042841
MYS,tobacco_t2,Cases averted by 2030,6797193.11,6794871.4,-2321.7099999999627
MYS,tobacco_t2,Cases averted by 2035,14043680.610000001,14034309.55,-9371.060000000522
MYS,tobacco_t2,Total healthy years lived by 2030,187042243.45999998,187042373.14,129.68000000715256
MYS,tobacco_t2,Total healthy years lived by 2035,349443055.56,349443604.88,549.3199999928474
MYS,tobacco_t2,Economic benefit (USD) by 2030,1088034085598.6699,1088035224820.86,1139222.1900634766
MYS,tobacco_t2,Economic benefit (USD) by 2035,2030378964640.99,2030383728768.19,4764127.199951172
MYS,tobacco_t3,Total deaths averted by 2030,1235095.94,1235094.1199999999,-1.8200000000651926
MYS,tobacco_t3,Total deaths averted by 2035,2430421.68,2430411.3799999994,-10.300000000745058
MYS,tobacco_t3,Cases averted by 2030,6797193.11,6795804.6,-1388.5100000007078
MYS,tobacco_t3,Cases averted by 2035,14043680.610000001,14038078.430000002,-5602.179999999702
MYS,tobacco_t3,Total healthy years lived by 2030,187042243.45999998,187042321.01999998,77.56000000238419
MYS,tobacco_t3,Total healthy years lived by 2035,349443055.56,349443383.98,328.4200000166893
MYS,tobacco_t3,Economic benefit (USD) by 2030,1088034085598.6699,1088034766666.3099,681067.6400146484
MYS,tobacco_t3,Economic benefit (USD) by 2035,2030378964640.99,2030381811609.8406,2846968.8505859375
MYS,tobacco_t6,Total deaths averted by 2030,1235095.94,1235093.68,-2.2600000000093132
MYS,tobacco_t6,Total deaths averted by 2035,2430421.68,2430408.9599999995,-12.720000000670552
MYS,tobacco_t6,Cases averted by 2030,6797193.11,6795478.67,-1714.4400000004098
MYS,tobacco_t6,Cases averted by 2035,14043680.610000001,14036762.459999999,-6918.150000002235
MYS,tobacco_t6,Total healthy years lived by 2030,187042243.45999998,187042339.22000003,95.7600000500679
MYS,tobacco_t6,Total healthy years lived by 2035,349443055.56,349443461.12,405.5600000023842
MYS,tobacco_t6,Economic benefit (USD) by 2030,1088034085598.6699,1088034926643.47,841044.8000488281
MYS,tobacco_t6,Economic benefit (USD) by 2035,2030378964640.99,2030382480855.1099,3516214.119873047
MYS,tobacco_t4,Total deaths averted by 2030,1235095.94,1235091.65,-4.290000000037253
MYS,tobacco_t4,Total deaths averted by 2035,2430421.68,2430397.47,-24.209999999962747
MYS,tobacco_t4,Cases averted by 2030,6797193.11,6793932.0600000005,-3261.0499999998137
MYS,tobacco_t4,Cases averted by 2035,14043680.610000001,14030512.940000001,-13167.669999999925
MYS,tobacco_t4,Total healthy years lived by 2030,187042243.45999998,187042425.61,182.1500000357628
MYS,tobacco_t4,Total healthy years lived by 2035,349443055.56,349443827.41999996,771.8599999547005
MYS,tobacco_t4,Economic benefit (USD) by 2030,1088034085598.6699,1088035686312.8601,1600714.1901855469
MYS,tobacco_t4,Economic benefit (USD) by 2035,2030378964640.99,2030385661518.6602,6696877.670166016
MYS,tobacco_t5,Total deaths averted by 2030,1235095.94,1235092.29,-3.6499999999068677
MYS,tobacco_t5,Total deaths averted by 2035,2430421.68,2430400.99,-20.68999999994412
MYS,tobacco_t5,Cases averted by 2030,6797193.11,6794402.49,-2790.6200000001118
MYS,tobacco_t5,Cases averted by 2035,14043680.610000001,14032414.720000003,-11265.889999998733
MYS,tobacco_t5,Total healthy years lived by 2030,187042243.45999998,187042399.32999998,155.87000000476837
MYS,tobacco_t5,Total healthy years lived by 2035,349443055.56,349443715.96,660.3999999761581
MYS,tobacco_t5,Economic benefit (USD) by 2030,1088034085598.6699,1088035455146.97,1369548.3000488281
MYS,tobacco_t5,Economic benefit (USD) by 2035,2030378964640.99,2030384693180.8901,5728539.900146484
MDV,tobacco_t1,Total deaths averted by 2030,9378.77,9378.730000000001,-0.039999999999054126
MDV,tobacco_t1,Total deaths averted by 2035,18819.980000000003,18819.77,-0.21000000000276486
MDV,tobacco_t1,Cases averted by 2030,88877.68000000001,88817.14000000001,-60.5399999999936
MDV,tobacco_t1,Cases averted by 2035,183339.43999999997,183158.95,-180.48999999996158
MDV,tobacco_t1,Total healthy years lived by 2030,2785360.21,2785363.58,3.3700000001117587
MDV,tobacco_t1,Total healthy years lived by 2035,5208974.399999999,5208984.79,10.390000000596046
MDV,tobacco_t1,Economic benefit (USD) by 2030,19616226968.850002,19616258964.039997,31995.18999481201
MDV,tobacco_t1,Economic benefit (USD) by 2035,36841818106.03,36841913867.69,95761.66000366211
MDV,asthma_cr1,Total deaths averted by 2030,9378.77,9378.77,0.0
MDV,asthma_cr1,Total deaths averted by 2035,18819.980000000003,18819.980000000003,0.0
MDV,asthma_cr1,Cases averted by 2030,88877.68000000001,88877.68,-1.4551915228366852e-11
MDV,asthma_cr1,Cases averted by 2035,183339.43999999997,183339.44,2.9103830456733704e-11
MDV,asthma_cr1,Total healthy years lived by 2030,2785360.21,2785682.13,321.9199999999255
MDV,asthma_cr1,Total healthy years lived by 2035,5208974.399999999,5209776.33,801.9300000006333
MDV,asthma_cr1,Economic benefit (USD) by 2030,19616226968.850002,19617795014.7,1568045.8499984741
MDV,asthma_cr1,Economic benefit (USD) by 2035,36841818106.03,36845834132.17,4016026.1399993896
MDV,tobacco_t2,Total deaths averted by 2030,9378.77,9378.76,-0.010000000000218279
MDV,tobacco_t2,Total deaths averted by 2035,18819.980000000003,18819.780000000002,-0.2000000000007276
MDV,tobacco_t2,Cases averted by 2030,88877.68000000001,88834.48000000001,-43.19999999999709
MDV,tobacco_t2,Cases averted by 2035,183339.43999999997,183159.23,-180.20999999996275
MDV,tobacco_t2,Total healthy years lived by 2030,2785360.21,2785362.59,2.3799999998882413
MDV,tobacco_t2,Total healthy years lived by 2035,5208974.399999999,5208984.64,10.240000000223517
MDV,tobacco_t2,Economic benefit (USD) by 2030,19616226968.850002,19616249445.190002,22476.340000152588
MDV,tobacco_t2,Economic benefit (USD) by 2035,36841818106.03,36841912555.79,94449.76000213623
MDV,tobacco_t3,Total deaths averted by 2030,9378.77,9378.759999999998,-0.010000000002037268
MDV,tobacco_t3,Total deaths averted by 2035,18819.980000000003,18819.87,-0.11000000000422006
MDV,tobacco_t3,Cases averted by 2030,88877.68000000001,88851.81999999999,-25.860000000015134
MDV,tobacco_t3,Cases averted by 2035,183339.43999999997,183231.67,-107.76999999996042
MDV,tobacco_t3,Total healthy years lived by 2030,2785360.21,2785361.6399999997,1.4299999997019768
MDV,tobacco_t3,Total healthy years lived by 2035,5208974.399999999,5208980.53,6.130000000819564
MDV,tobacco_t3,Economic benefit (USD) by 2030,19616226968.850002,19616240409.97,13441.119998931885
MDV,tobacco_t3,Economic benefit (USD) by 2035,36841818106.03,36841874567.58,56461.55000305176
MDV,tobacco_t6,Total deaths averted by 2030,9378.77,9378.75,-0.020000000000436557
MDV,tobacco_t6,Total deaths averted by 2035,18819.980000000003,18819.810000000005,-0.16999999999825377
MDV,tobacco_t6,Cases averted by 2030,88877.68000000001,88845.76999999999,-31.910000000018044
MDV,tobacco_t6,Cases averted by 2035,183339.43999999997,183206.39,-133.04999999995925
MDV,tobacco_t6,Total healthy years lived by 2030,2785360.21,2785361.96,1.75
MDV,tobacco_t6,Total healthy years lived by 2035,5208974.399999999,5208981.97,7.570000000298023
MDV,tobacco_t6,Economic benefit (USD) by 2030,19616226968.850002,19616243565.47,16596.619998931885
MDV,tobacco_t6,Economic benefit (USD) by 2035,36841818106.03,36841887831.63,69725.59999847412
MDV,tobacco_t4,Total deaths averted by 2030,9378.77,9378.720000000001,-0.049999999999272404
MDV,tobacco_t4,Total deaths averted by 2035,18819.980000000003,18819.66,-0.32000000000334694
MDV,tobacco_t4,Cases averted by 2030,88877.68000000001,88817.01000000001,-60.669999999998254
MDV,tobacco_t4,Cases averted by 2035,183339.43999999997,183086.29,-253.14999999996508
MDV,tobacco_t4,Total healthy years lived by 2030,2785360.21,2785363.5399999996,3.3299999996088445
MDV,tobacco_t4,Total healthy years lived by 2035,5208974.399999999,5208988.79,14.390000000596046
MDV,tobacco_t4,Economic benefit (USD) by 2030,19616226968.850002,19616258540.83,31571.979999542236
MDV,tobacco_t4,Economic benefit (USD) by 2035,36841818106.03,36841950825.909996,132719.87999725342
MDV,tobacco_t5,Total deaths averted by 2030,9378.77,9378.74,-0.030000000000654836
MDV,tobacco_t5,Total deaths averted by 2035,18819.980000000003,18819.709999999995,-0.2700000000077125
MDV,tobacco_t5,Cases averted by 2030,88877.68000000001,88825.75,-51.93000000000757
MDV,tobacco_t5,Cases averted by 2035,183339.43999999997,183122.82,-216.61999999996624
MDV,tobacco_t5,Total healthy years lived by 2030,2785360.21,2785363.0599999996,2.849999999627471
MDV,tobacco_t5,Total healthy years lived by 2035,5208974.399999999,5208986.71,12.31000000052154
MDV,tobacco_t5,Economic benefit (USD) by 2030,19616226968.850002,19616253985.41,27016.559997558594
MDV,tobacco_t5,Economic benefit (USD) by 2035,36841818106.03,36841931655.38,113549.34999847412
MLI,tobacco_t1,Total deaths averted by 2030,1232314.37,1232310.4700000002,-3.8999999999068677
MLI,tobacco_t1,Total deaths averted by 2035,2359287.98,2359273.9299999992,-14.050000000745058
MLI,tobacco_t1,Cases averted by 2030,4672409.74,4671726.08,-683.660000000149
MLI,tobacco_t1,Cases averted by 2035,10265680.14,10263641.379999999,-2038.7600000016391
MLI,tobacco_t1,Total healthy years lived by 2030,138875646.86,138875710.93,64.06999999284744
MLI,tobacco_t1,Total healthy years lived by 2035,274094611.56,274094825.21999997,213.6599999666214
MLI,tobacco_t1,Economic benefit (USD) by 2030,47336473306.58,47336528007.560005,54700.98000335693
MLI,tobacco_t1,Economic benefit (USD) by 2035,95400229395.77002,95400412939.07,183543.29998779297
MLI,asthma_cr1,Total deaths averted by 2030,1232314.37,1232314.37,0.0
MLI,asthma_cr1,Total deaths averted by 2035,2359287.98,2359287.9800000004,4.656612873077393e-10
MLI,asthma_cr1,Cases averted by 2030,4672409.74,4672409.739999999,-9.313225746154785e-10
MLI,asthma_cr1,Cases averted by 2035,10265680.14,10265680.139999999,-1.862645149230957e-09
MLI,asthma_cr1,Total healthy years lived by 2030,138875646.86,138902886.68,27239.819999992847
MLI,asthma_cr1,Total healthy years lived by 2035,274094611.56,274166696.12,72084.56000000238
MLI,asthma_cr1,Economic benefit (USD) by 2030,47336473306.58,47342913511.130005,6440204.550003052
MLI,asthma_cr1,Economic benefit (USD) by 2035,95400229395.77002,95418246822.93001,18017427.159988403
MLI,tobacco_t2,Total deaths averted by 2030,1232314.37,1232311.9200000002,-2.449999999953434
MLI,tobacco_t2,Total deaths averted by 2035,2359287.98,2359274.07,-13.910000000149012
MLI,tobacco_t2,Cases averted by 2030,4672409.74,4671905.21,-504.53000000026077
MLI,tobacco_t2,Cases averted by 2035,10265680.14,10263578.36,-2101.780000001192
MLI,tobacco_t2,Total healthy years lived by 2030,138875646.86,138875692.27,45.40999999642372
MLI,tobacco_t2,Total healthy years lived by 2035,274094611.56,274094823.06,211.5
MLI,tobacco_t2,Economic benefit (USD) by 2030,47336473306.58,47336511908.340004,38601.76000213623
MLI,tobacco_t2,Economic benefit (USD) by 2035,95400229395.77002,95400411058.98,181663.2099761963
MLI,tobacco_t3,Total deaths averted by 2030,1232314.37,1232312.8900000001,-1.4799999999813735
MLI,tobacco_t3,Total deaths averted by 2035,2359287.98,2359279.6499999994,-8.330000000540167
MLI,tobacco_t3,Cases averted by 2030,4672409.74,4672107.4399999995,-302.30000000074506
MLI,tobacco_t3,Cases averted by 2035,10265680.14,10264421.000000002,-1259.1399999987334
MLI,tobacco_t3,Total healthy years lived by 2030,138875646.86,138875674.07,27.209999978542328
MLI,tobacco_t3,Total healthy years lived by 2035,274094611.56,274094738.27,126.70999997854233
MLI,tobacco_t3,Economic benefit (USD) by 2030,47336473306.58,47336496433.7,23127.119995117188
MLI,tobacco_t3,Economic benefit (USD) by 2035,95400229395.77002,95400338212.89001,108817.11999511719
MLI,tobacco_t6,Total deaths averted by 2030,1232314.37,1232312.5599999998,-1.81000000028871
MLI,tobacco_t6,Total deaths averted by 2035,2359287.98,2359277.69,-10.290000000037253
MLI,tobacco_t6,Cases averted by 2030,4672409.74,4672036.72,-373.0200000004843
MLI,tobacco_t6,Cases averted by 2035,10265680.14,10264126.369999997,-1553.7700000032783
MLI,tobacco_t6,Total healthy years lived by 2030,138875646.86,138875680.45000002,33.59000000357628
MLI,tobacco_t6,Total healthy years lived by 2035,274094611.56,274094767.93,156.37000000476837
MLI,tobacco_t6,Economic benefit (USD) by 2030,47336473306.58,47336501844.66,28538.080001831055
MLI,tobacco_t6,Economic benefit (USD) by 2035,95400229395.77002,95400363681.48999,134285.71997070312
MLI,tobacco_t4,Total deaths averted by 2030,1232314.37,1232310.9500000002,-3.419999999925494
MLI,tobacco_t4,Total deaths averted by 2035,2359287.98,2359268.5100000002,-19.46999999973923
MLI,tobacco_t4,Cases averted by 2030,4672409.74,4671702.4399999995,-707.3000000007451
MLI,tobacco_t4,Cases averted by 2035,10265680.14,10262733.18,-2946.960000000894
MLI,tobacco_t4,Total healthy years lived by 2030,138875646.86,138875710.51999998,63.6599999666214
MLI,tobacco_t4,Total healthy years lived by 2035,274094611.56,274094908.11,296.55000001192093
MLI,tobacco_t4,Economic benefit (USD) by 2030,47336473306.58,47336527428.5,54121.919998168945
MLI,tobacco_t4,Economic benefit (USD) by 2035,95400229395.77002,95400484147.81,254752.03997802734
MLI,tobacco_t5,Total deaths averted by 2030,1232314.37,1232311.45,-2.920000000158325
MLI,tobacco_t5,Total deaths averted by 2035,2359287.98,2359271.31,-16.669999999925494
MLI,tobacco_t5,Cases averted by 2030,4672409.74,4671803.899999999,-605.8400000007823
MLI,tobacco_t5,Cases averted by 2035,10265680.14,10263156.1,-2524.0400000009686
MLI,tobacco_t5,Total healthy years lived by 2030,138875646.86,138875701.39999998,54.53999996185303
MLI,tobacco_t5,Total healthy years lived by 2035,274094611.56,274094865.56,254.0
MLI,tobacco_t5,Economic benefit (USD) by 2030,47336473306.58,47336519662.72,46356.13999938965
MLI,tobacco_t5,Economic benefit (USD) by 2035,95400229395.77002,95400447572.98,218177.2099761963
MLT,tobacco_t1,Total deaths averted by 2030,26961.080000000005,26961.059999999998,-0.020000000007712515
MLT,tobacco_t1,Total deaths averted by 2035,55415.16000000001,55415.130000000005,-0.030000000006111804
MLT,tobacco_t1,Cases averted by 2030,273401.72,273275.08999999997,-126.63000000000466
MLT,tobacco_t1,Cases averted by 2035,531992.17,531598.8099999999,-393.36000000010245
MLT,tobacco_t1,Total healthy years lived by 2030,2938305.1,2938309.1500000004,4.050000000279397
MLT,tobacco_t1,Total healthy years lived by 2035,5644423.68,5644436.249999999,12.5699999993667
MLT,tobacco_t1,Economic benefit (USD) by 2030,68680945363.05,68681061547.77,116184.71999359131
MLT,tobacco_t1,Economic benefit (USD) by 2035,130230672368.36002,130231027261.52,354893.1599884033
MLT,asthma_cr1,Total deaths averted by 2030,26961.080000000005,26961.08,-3.637978807091713e-12
MLT,asthma_cr1,Total deaths averted by 2035,55415.16000000001,55415.16,-7.275957614183426e-12
MLT,asthma_cr1,Cases averted by 2030,273401.72,273401.72,0.0
MLT,asthma_cr1,Cases averted by 2035,531992.17,531992.17,0.0
MLT,asthma_cr1,Total healthy years lived by 2030,2938305.1,2938843.46,538.3599999998696
MLT,asthma_cr1,Total healthy years lived by 2035,5644423.68,5645704.94,1281.2600000007078
MLT,asthma_cr1,Economic benefit (USD) by 2030,68680945363.05,68692180607.009995,11235243.959991455
MLT,asthma_cr1,Economic benefit (USD) by 2035,130230672368.36002,130256810625.32,26138256.959991455
MLT,tobacco_t2,Total deaths averted by 2030,26961.080000000005,26961.040000000005,-0.040000000000873115
MLT,tobacco_t2,Total deaths averted by 2035,55415.16000000001,55415.1,-0.06000000001222361
MLT,tobacco_t2,Cases averted by 2030,273401.72,273312.91000000003,-88.80999999993946
MLT,tobacco_t2,Cases averted by 2035,531992.17,531606.11,-386.0600000000559
MLT,tobacco_t2,Total healthy years lived by 2030,2938305.1,2938307.9400000004,2.8400000003166497
